rider_id,alloted_orders,delivered_orders,undelivered_orders,lifetime_order_count
21007,1,1,0,51
11195,97,96,1,537
16811,51,48,3,64
8530,2,2,0,18
14446,133,133,0,582
6173,27,27,0,240
20280,107,107,0,664
10942,5,5,0,21
6381,42,42,0,10343
4139,69,69,0,210
17624,29,28,1,46
21099,73,72,1,2433
6593,7,7,1,486
21451,6,6,0,74
186,1,1,0,41
19034,42,42,0,386
8112,7,7,0,30
9013,7,7,0,851
12410,63,63,0,321
17232,0,0,0,5
4584,52,50,2,1136
5806,0,0,0,25
21423,0,0,0,171
13452,0,0,0,12
6051,112,112,0,16632
18,0,0,0,304
18795,8,8,0,260
3355,35,35,0,93
18188,0,0,0,1180
7110,83,81,2,620
14646,57,57,0,1221
58,132,132,0,352
14231,0,0,0,8
2752,175,175,0,424
17444,6,5,1,84
5984,43,43,0,198
19171,16,16,0,64
5036,73,72,1,1656
8209,75,75,0,1076
11819,8,8,0,195
6273,69,69,0,479
5202,132,131,2,913
14868,5,4,1,9
7073,30,30,0,83
21393,25,24,1,431
17980,11,11,0,112
12932,1,0,0,67
17836,15,15,0,553
16067,64,64,0,623
19792,1,1,0,532
11360,64,63,1,625
7591,58,58,0,631
10220,2,2,0,67
115,88,87,1,8533
3826,14,14,0,112
4797,200,198,2,2491
17482,1,0,0,10
7700,31,31,0,102
17457,14,14,0,32
7818,184,182,2,412
12659,0,0,0,10
8726,45,44,1,51
7937,0,0,0,10
5865,79,79,0,847
8442,175,173,2,259
8906,124,123,1,1585
13145,55,55,0,250
19228,1,0,0,16
3503,103,102,1,1821
20879,52,51,1,94
7616,64,64,0,1437
5481,10,10,0,31
16785,6,6,0,39
676,108,108,0,237
10582,100,100,0,416
13120,1,1,0,10
8639,42,42,0,425
19712,45,45,0,329
10741,0,0,0,5
17546,3,3,0,159
1753,297,294,4,653
21101,22,22,0,158
15844,7,7,0,23
17943,48,48,0,294
19673,141,140,1,955
1951,251,249,2,1647
11057,203,203,0,476
1203,4,4,0,10
15325,47,47,0,50
20079,3,3,0,695
20168,0,0,0,33
4235,106,106,0,162
14893,46,45,1,83
4135,18,18,0,34
2945,251,251,0,1772
5370,6,6,0,45
12296,38,37,1,56
18115,0,0,0,3
21449,4,2,2,120
14621,6,6,0,96
6089,52,52,0,305
10308,224,224,0,709
2012,388,380,8,2321
14052,17,17,0,30
20234,92,90,2,364
14581,0,0,0,77
3469,21,20,1,564
10864,21,21,0,172
2151,123,121,2,487
17576,0,0,0,2
5854,5,5,0,27
11435,5,5,0,179
3007,75,75,0,102
1870,77,76,1,366
13641,10,10,0,27
7324,13,13,0,251
10785,44,43,1,136
7304,24,24,0,123
10044,68,68,0,157
11796,10,10,0,246
9275,23,23,0,30
19460,79,79,0,822
387,169,168,1,255
16410,1,1,0,4
10757,8,8,0,375
16533,63,62,1,325
18308,42,42,0,279
2716,134,134,0,30469
11207,7,7,0,90
7233,69,69,0,432
8622,50,50,0,2351
5464,0,0,0,31
2531,194,194,0,3274
4498,0,0,0,20
10392,73,72,1,164
21522,19,19,0,96
5243,57,57,0,590
18594,0,0,0,121
4825,11,11,0,60
7724,31,31,0,45
793,45,45,0,126
702,121,120,1,6073
14898,2,2,0,4
4595,20,20,0,54
20571,149,149,0,1207
19967,31,30,1,132
16952,2,2,0,297
9695,44,43,1,1010
13589,0,0,0,8
2156,287,284,4,923
9670,43,43,0,64
12658,36,34,2,1676
21321,14,14,0,156
6864,36,35,1,1977
20294,4,4,0,23
13140,87,87,0,1954
10084,67,65,2,125
20387,62,61,1,344
14393,16,16,0,115
933,66,66,0,337
18511,0,0,0,407
19574,52,52,0,102
5379,56,56,0,147
4996,105,104,1,594
16034,98,97,1,988
11672,10,10,0,51
10920,33,32,1,1271
5160,91,91,0,131
154,124,123,1,846
11244,33,33,0,639
16110,16,16,0,43
7918,0,0,0,29
20329,50,49,1,159
14397,43,41,2,52
7905,2,1,1,2
9477,10,10,0,267
21565,1,1,0,31
8872,22,22,0,4321
17222,14,14,0,5148
19525,1,1,0,16
14788,28,28,0,58
18959,1,1,0,56
18624,22,22,0,1662
2049,48,47,1,2635
17052,6,6,0,51
10874,102,102,2,3449
7847,74,74,0,565
5530,55,54,1,146
15323,134,133,1,449
14201,19,19,0,95
19364,7,6,1,13
3488,76,75,1,179
1974,74,74,0,3056
11915,10,10,0,28
9976,191,191,1,893
7650,39,39,0,265
10293,35,35,0,743
20315,2,2,0,61
5017,156,154,2,458
7217,35,35,0,60
10140,15,15,0,485
17345,5,5,0,3252
18919,22,21,1,678
8010,7,7,0,49
3633,9,9,0,171
2501,272,270,2,330
15645,1,1,0,7
14839,0,0,0,221
3625,132,132,0,183
16918,357,353,4,917
9078,43,42,1,135
6019,80,78,2,213
4349,56,56,0,209
18485,27,26,1,132
20144,0,0,0,1
4125,59,59,0,309
15489,64,64,0,339
10905,0,0,0,878
13064,1,1,0,13
13031,0,0,0,9
12168,28,28,0,198
577,283,282,1,409
17702,44,42,2,65
4179,49,49,0,87
13606,40,40,0,105
19194,0,0,0,51
20355,1,1,0,8
634,25,25,0,196
16006,35,34,1,78
8603,30,29,1,35
13019,7,7,0,46
19267,0,0,0,6
17852,38,38,0,800
1771,321,321,0,1029
19024,142,141,1,652
20187,0,0,0,159
2225,9,9,0,148
20739,30,29,1,96
2374,1,1,0,155
4722,176,176,0,320
1016,64,64,0,1461
3730,77,77,1,470
21039,38,38,0,1711
2509,154,154,1,691
5734,92,91,1,1218
19116,70,70,0,444
3679,1,1,0,194
18060,12,12,0,16
8863,0,0,0,36
7624,100,95,5,151
17797,0,0,0,294
16232,15,15,0,3730
7721,52,49,3,202
16262,53,53,1,190
14405,0,0,0,6
13939,27,27,0,397
17213,0,0,0,54
2181,140,136,4,2532
6851,9,8,1,75
21311,9,9,0,37
9337,54,52,2,319
10114,39,39,0,157
18784,50,49,1,162
11417,22,22,0,261
15453,0,0,0,1
1427,6,6,0,34
5724,167,167,0,2927
303,39,37,2,745
15521,92,91,1,1028
13796,6,6,0,10
20778,3,3,0,215
4187,30,29,1,67
8794,29,29,0,232
11089,18,18,0,790
21254,0,0,0,10
7760,42,41,1,942
16507,0,0,0,5
9809,12,12,0,2035
5651,112,112,0,727
18151,7,7,0,22
20952,0,0,0,670
17486,142,140,3,878
14803,59,56,3,161
6263,131,131,0,2325
5417,111,111,0,350
3163,107,106,2,588
14752,81,81,0,116
18390,173,170,3,186
14096,0,0,0,27
6153,21,21,0,89
18224,25,22,3,2787
3685,7,7,0,121
20284,0,0,0,5
16894,1,1,0,2
20980,0,0,0,63
8739,75,75,0,6073
1047,74,73,1,202
2789,18,18,0,134
11960,7,7,0,191
20657,6,6,0,10
2660,161,160,1,555
6615,11,11,0,154
13248,9,9,0,89
9783,20,20,0,132
6383,34,33,1,271
5630,57,56,1,350
20627,4,4,0,9
20164,36,36,0,133
9852,6,6,0,157
10908,156,156,0,8539
21273,71,70,1,429
12009,111,111,0,181
10301,0,0,0,13
9725,84,84,0,321
7770,66,65,1,440
11270,90,90,0,563
5045,117,117,0,194
2209,19,19,0,93
8550,124,124,0,1899
3867,0,0,0,8
17923,4,2,2,31
5197,0,0,0,20
10956,74,74,0,3849
19937,3,3,0,55
21002,22,22,0,61
18492,86,86,0,263
5271,86,86,0,203
8932,3,3,0,814
3026,5,5,0,39
13118,9,9,0,71
18258,19,19,0,140
2560,13,13,0,207
13074,30,30,0,1643
18762,76,74,2,463
18938,6,6,0,81
7315,62,62,0,303
21010,30,29,1,747
6806,17,17,0,122
854,287,286,2,802
10926,13,13,0,521
12433,79,79,0,856
2422,121,121,0,1672
12229,151,151,0,178
20910,20,20,0,440
15089,249,245,4,1354
4694,233,232,1,429
14561,55,55,0,196
3614,198,197,2,619
5220,47,45,2,1208
19585,28,28,0,974
11939,99,97,2,406
8098,96,96,0,267
2247,402,401,1,511
19037,2,0,0,31
7947,94,94,0,123
17123,36,35,1,536
4456,0,0,0,407
9026,35,35,0,821
2571,168,166,2,889
20765,1,1,0,223
18263,17,17,0,64
21527,4,3,1,3
17754,63,63,0,84
2883,12,12,0,2171
5617,100,98,2,199
14127,55,55,0,590
16230,7,7,0,25
235,121,121,0,1184
12096,0,0,0,5
9399,16,16,0,31
11236,13,13,0,284
21479,19,19,0,154
16182,19,19,0,156
18736,10,10,0,150
11103,2,2,0,1942
7702,16,16,0,43
3605,161,161,0,750
19644,1,1,0,156
9678,133,132,1,366
17495,5,3,2,894
13900,129,129,0,313
13210,7,7,0,106
11269,198,197,1,339
7992,14,14,0,388
950,227,224,3,732
17436,11,11,0,84
17280,1,1,0,482
19782,10,10,0,58
12577,133,132,1,838
8396,48,46,2,112
3121,6,5,1,113
9936,77,76,1,4923
15707,57,55,2,113
6065,148,147,1,194
13803,3,3,0,381
15865,4,4,1,512
14819,50,50,0,5075
16471,44,44,0,645
14382,0,0,0,1
11903,66,66,0,411
17885,32,32,0,618
834,46,46,1,1798
1164,149,148,1,2336
10536,7,7,0,2336
11825,8,7,1,86
13208,17,16,1,112
7765,16,16,0,72
4253,51,51,0,234
14927,2,2,0,70
20409,96,96,0,202
12449,5,4,1,139
5735,81,78,3,134
20942,4,4,0,337
11617,11,11,0,756
14001,0,0,0,8
20781,35,35,0,597
9427,63,63,0,109
9982,20,20,0,325
9090,3,3,1,134
20018,94,93,1,139
14804,70,70,0,311
10781,1,1,0,40
16788,10,10,0,70
134,106,106,0,2220
12800,44,44,0,131
4659,88,86,2,375
16470,181,177,5,582
2467,24,24,0,131
2616,13,13,0,149
10337,32,32,0,650
8349,344,343,2,3962
9900,4,4,0,94
15173,57,57,0,75
4593,129,129,0,213
11199,129,128,1,1159
18757,29,29,0,69
19640,39,38,1,232
3037,110,109,1,115
8185,221,220,1,694
17008,11,11,0,37
14700,64,62,2,562
6810,16,16,0,549
12680,1,1,0,642
2328,7,7,0,57
11881,79,79,0,1266
13675,249,247,2,575
10981,150,149,1,610
11027,27,26,1,306
3258,1,1,0,22
17921,10,10,0,312
18849,12,12,0,60
12268,57,56,1,124
8481,2,2,0,60
157,0,0,0,105
3857,36,36,0,45
15633,52,51,1,73
16292,53,53,0,312
18368,0,0,0,607
12613,62,58,4,78
3388,14,14,0,92
18138,34,34,0,270
191,5,5,0,47
19322,0,0,0,1
19153,0,0,0,75
1972,283,282,1,834
14793,24,24,0,1497
16240,13,13,0,1842
11279,63,63,0,676
9546,36,36,0,73
18579,0,0,0,905
18882,2,2,0,3
19097,2,0,0,31
6227,82,82,0,216
18820,58,58,0,126
6730,70,68,2,587
7978,24,24,0,169
18712,26,26,0,57
7088,119,119,0,161
5343,120,119,1,1121
16691,36,35,1,93
184,2,2,0,52
15132,123,122,1,670
753,234,233,2,1248
14726,34,34,1,1360
19009,78,77,1,686
2640,53,53,0,728
272,272,272,0,1057
1437,9,9,0,51
16695,63,63,0,65
20833,2,2,0,2653
12458,10,9,1,51
5169,97,96,1,485
2414,14,14,0,1796
9456,39,38,1,164
13699,20,19,1,103
16951,36,36,0,336
17140,54,54,0,156
13043,0,0,0,5
4684,14,14,0,115
6175,23,23,0,53
9248,18,18,0,200
15041,19,19,0,501
6071,149,146,3,278
17861,9,9,0,62
11537,6,6,0,1326
21244,34,34,0,425
14874,1,1,0,73
7544,4,4,0,241
18603,3,3,0,411
9824,92,91,1,502
4344,94,93,1,119
10138,29,29,0,165
20654,11,10,1,39
19289,77,77,0,251
9091,4,4,0,80
8833,24,24,0,39
18949,14,14,0,287
21334,11,11,0,38
14219,194,192,2,218
16023,0,0,0,22
15426,70,70,0,252
11295,19,19,0,62
20448,5,2,3,68
7040,1,1,0,476
5253,17,17,0,133
10419,132,131,1,316
9376,159,156,4,216
117,66,65,2,4163
16513,55,52,3,119
12705,25,25,0,34
11530,38,37,1,59
3149,11,11,0,62
2984,44,43,1,99
8441,115,111,4,2172
5133,51,51,0,801
11005,31,30,1,73
19745,63,63,0,149
18691,0,0,0,22
2993,31,30,1,332
15514,40,40,0,67
4575,28,27,1,109
1119,74,73,1,263
506,62,62,0,557
19204,103,101,2,175
20162,11,11,0,158
15452,0,0,0,4
17362,0,0,0,1100
20371,13,13,0,916
6705,214,212,2,394
18191,119,116,3,760
15968,0,0,0,1421
7072,15,13,2,183
2655,74,74,0,1786
12012,27,27,0,203
16619,19,19,0,136
13392,30,30,0,692
11370,39,39,0,114
8273,2,2,0,62
5065,86,86,0,94
3777,0,0,0,147
15372,24,24,0,90
17428,0,0,0,1
4739,178,176,2,303
2568,154,152,2,1705
7503,111,111,0,1139
8577,132,132,0,1199
20126,3,3,0,1478
13008,0,0,0,11
1314,5,5,0,64
1778,87,87,1,2300
12037,3,3,0,30
15379,76,75,1,192
5198,26,26,0,263
6042,122,121,1,588
13772,61,61,0,80
20727,12,12,0,80
16998,58,58,0,364
9580,66,66,0,261
14451,82,81,1,835
15241,226,223,3,946
12785,141,139,2,190
17139,22,22,0,51
18489,159,159,0,1624
873,362,361,1,1050
640,12,12,0,37
20811,23,23,0,174
20556,96,91,5,396
2917,104,104,0,4566
13078,40,39,1,992
10260,47,46,1,718
10665,141,140,2,382
1648,60,60,0,346
17205,60,59,1,233
15957,0,0,0,321
21456,10,10,0,151
13625,0,0,0,53
13195,19,19,0,62
10867,2,1,1,9
9681,61,60,1,351
17209,127,126,1,276
18054,5,5,0,47
2211,47,47,0,421
18790,1,1,0,1738
10643,56,56,0,109
7246,1,1,0,578
19676,25,24,1,109
7973,16,16,0,36
20650,2,2,0,95
9650,35,35,0,3414
19237,0,0,0,69
19379,3,3,0,3
7425,73,73,0,406
14429,41,41,0,229
4210,2,2,0,26
19005,1,1,0,8
13632,130,128,2,241
21309,0,0,0,1
11142,359,356,3,749
145,35,35,1,277
3594,104,103,1,308
7221,118,118,1,296
485,0,0,0,7
15599,0,0,0,921
16244,0,0,0,21
3965,65,65,0,389
7902,31,31,0,163
8769,164,163,3,521
12917,15,15,0,154
17051,4,3,1,11
1453,341,339,3,970
3264,9,9,0,43
19766,7,7,0,61
18864,2,2,0,49
18688,4,4,0,19
15272,0,0,0,2
20197,7,7,0,112
12778,9,9,0,455
17611,91,91,0,146
4453,75,75,0,1055
19250,36,36,0,188
4502,102,102,0,898
192,22,22,0,124
18154,111,111,0,552
17259,12,12,0,63
1575,8,8,0,193
4214,44,44,0,80
13989,0,0,0,19
11328,120,115,5,440
9212,27,26,1,10432
9115,161,161,0,436
15773,31,31,0,408
11692,17,17,0,101
5167,0,0,0,8
14203,20,20,0,900
11041,47,47,0,66
8782,18,18,0,1168
4217,11,11,0,27
3878,77,77,0,234
21005,11,11,0,112
16572,33,33,0,672
15155,30,30,0,84
12671,114,112,2,502
12013,0,0,0,4
4436,13,13,0,60
20163,55,54,1,238
20021,20,20,0,149
17785,24,24,0,1095
7340,58,58,0,221
8216,2,2,0,444
2245,108,106,2,241
19281,12,12,0,37
21176,0,0,0,16
12154,38,38,0,211
2663,128,128,0,384
2728,55,54,1,316
2119,22,22,0,85
3216,83,82,1,5240
9168,117,117,1,5252
11325,100,98,3,6196
4126,114,114,0,399
19199,1,0,0,13
20067,8,8,0,311
2880,0,0,0,444
20802,81,79,2,1870
17915,4,4,0,17
151,157,156,2,813
1346,32,31,1,2965
14495,0,0,0,407
4987,3,3,0,29
10979,60,59,1,1047
4661,9,9,0,104
3257,99,97,3,563
11098,458,457,2,637
18209,0,0,0,76
5510,178,177,1,273
10733,73,73,0,884
14603,11,11,0,33
6915,3,3,0,40
18633,7,7,0,36
4467,46,46,0,834
11246,74,70,4,138
16789,0,0,0,4
673,102,102,0,283
1377,114,113,4,521
17250,3,0,0,0
17065,0,0,0,3
12401,31,31,0,183
2086,17,17,0,297
14827,1,1,0,5
783,115,115,0,211
7365,80,80,0,728
12861,9,9,0,110
2651,137,136,1,329
2360,2,2,0,132
5946,24,23,1,4026
18629,9,9,0,6644
4074,117,117,1,222
3038,2,1,1,66
18627,25,25,0,1009
7749,19,19,0,874
12810,3,3,0,20
11551,30,28,2,1100
21535,0,0,0,3438
3043,91,91,0,233
6106,31,31,0,4124
3806,135,134,1,2967
284,38,38,0,880
2368,174,170,4,2873
16694,16,16,0,57
16654,106,105,1,1078
15605,6,3,3,14
20742,3,3,0,11
18806,1,1,0,12
12975,10,10,0,529
6353,115,109,6,145
15138,131,129,2,3966
17314,65,64,1,1073
588,73,73,0,150
12164,5,4,1,32
206,21,19,2,467
439,37,37,0,1393
5161,137,135,2,188
9283,0,0,0,39
12160,138,137,1,185
3759,27,27,0,161
14390,16,16,0,49
3508,201,200,1,593
4881,44,43,1,65
17014,73,71,2,898
14833,74,74,0,1153
19071,39,38,1,73
13855,86,86,0,761
3103,31,30,1,127
21472,0,0,0,205
14938,40,38,2,78
19655,34,34,0,292
14857,21,21,0,222
10718,146,146,0,519
17339,24,22,2,57
654,62,61,1,77
9857,16,15,1,40
15055,92,92,0,182
8970,248,244,4,1642
15166,3,3,0,555
6203,10,9,1,34
15996,3,3,0,210
15748,27,27,0,30
10939,87,87,0,725
16529,7,7,0,80
8947,58,58,0,136
12945,52,51,1,539
10456,111,110,1,239
5303,121,120,1,1527
16369,0,0,0,0
21387,13,13,0,21
10218,10,10,0,329
3447,24,24,0,82
15223,84,84,1,576
7856,19,19,0,71
10362,70,69,1,191
14334,35,35,0,106
20699,0,0,0,3
13874,43,43,0,57
1983,45,44,1,864
10145,21,21,0,91
20981,23,22,1,839
19474,2,2,0,18
2518,90,90,0,410
10973,11,11,0,140
15394,47,47,0,55
8678,78,78,0,119
4716,23,22,1,53
4403,77,77,0,205
10467,1,1,0,250
19159,146,145,1,523
4290,4,4,0,28
15383,15,15,0,22
18901,0,0,0,3
14930,46,45,1,95
4905,197,196,1,412
10756,61,60,1,850
13111,11,11,0,123
8090,36,36,0,261
20912,159,159,0,403
10737,100,97,3,1445
15467,4,3,1,10
999,45,45,0,80
482,1,1,0,25
5675,48,48,0,99
15708,7,6,1,42
4365,20,19,1,145
5788,54,54,0,95
10629,26,26,1,489
16739,56,56,0,79
7867,36,35,1,240
2161,39,39,0,960
5785,235,233,2,471
3389,177,176,1,2049
13931,0,0,0,153
13454,39,39,0,51
18098,264,261,3,547
6345,149,148,2,1231
15136,7,7,0,123
20147,12,12,0,24
845,137,135,2,435
18799,16,15,1,3310
13661,128,128,0,375
14400,9,9,0,17
18631,4,4,0,30
6168,157,156,1,1358
21028,15,15,0,190
19760,122,122,0,313
6347,103,102,1,628
21469,40,40,0,761
2461,95,92,3,2690
4418,0,0,0,98
10705,51,50,1,445
10059,6,6,0,138
18494,8,7,1,762
2100,127,125,3,4602
11204,33,33,0,63
10223,1,1,0,75
21498,1,0,0,0
15759,46,46,0,113
3939,23,23,0,356
5426,99,98,1,223
16553,3,3,0,46
104,27,27,0,97
14355,6,6,0,10
19134,90,90,0,468
15610,18,18,0,263
15761,0,0,0,4
1988,0,0,0,62
16231,9,9,0,116
397,114,113,1,263
10309,65,63,2,8276
15690,1,0,0,161
7876,25,25,0,498
20010,20,19,1,467
9329,6,6,0,40
8327,9,9,0,50
16020,164,163,1,472
179,379,377,4,9013
7085,43,43,0,503
9043,23,23,0,36
13173,14,14,0,156
7037,46,45,1,1251
12837,101,101,0,323
14277,9,8,1,459
2973,6,5,1,49
18988,0,0,0,1
20545,0,0,0,985
5966,6,6,0,33
13349,4,4,0,9
10796,43,43,0,143
16339,6,6,0,10
17001,18,18,0,142
4069,20,19,1,130
5548,219,218,1,246
5791,126,126,0,1319
15675,0,0,0,4
21400,2,2,0,6
6448,36,36,0,228
2487,259,259,1,1353
4861,73,72,1,1101
14103,50,50,1,156
20596,86,86,0,1129
7375,88,87,1,249
6380,16,16,0,41
14774,63,62,2,110
20117,68,68,0,91
11980,38,38,0,267
5149,99,98,1,5835
13882,46,46,0,86
4687,258,256,2,1996
18250,15,15,0,260
20339,33,33,0,200
15813,70,68,2,802
9990,145,145,0,428
8192,84,84,1,550
603,290,290,1,2214
10141,75,73,2,102
13864,0,0,0,9
757,65,65,0,148
3982,207,207,0,684
17417,77,77,1,437
1600,36,36,0,73
18402,1,1,0,118
17747,20,20,0,57
13311,3,3,0,377
7966,45,43,2,274
13703,74,74,1,138
16407,11,11,0,81
19247,2,2,0,52
18279,52,51,1,337
1763,20,20,0,175
17553,0,0,0,84
3036,21,21,0,213
4488,221,221,0,362
7007,95,95,0,1723
8275,3,3,0,22
16258,67,66,1,195
2739,119,118,1,1374
8169,28,28,0,154
9081,48,48,0,2626
18651,0,0,0,30
12712,5,5,0,66
861,241,239,2,4224
13007,27,26,1,352
15982,1,1,0,1
2269,82,82,0,215
12911,30,30,0,468
15963,49,48,1,585
738,120,120,0,1108
14529,122,121,1,583
797,100,100,0,551
20212,27,26,1,272
7562,42,42,0,64
16957,5,5,0,183
237,524,522,3,2468
19476,15,15,0,50
6659,37,37,0,994
337,45,44,1,1040
15827,1,1,0,16
20909,7,6,1,20
4656,88,87,1,298
10411,75,75,0,2179
16342,67,67,0,435
9744,31,31,0,205
2966,30,29,1,959
12929,4,4,0,42
9225,16,16,0,43
10552,64,63,1,1386
5975,117,116,2,282
20451,127,125,2,287
4505,32,32,0,222
18199,23,23,0,82
17124,9,9,0,2557
4339,106,104,2,611
12056,147,146,1,191
8389,4,4,0,872
10498,36,36,0,65
17173,3,2,1,9
2585,307,304,3,974
9032,3,3,0,116
10174,74,71,3,317
11697,45,45,0,303
2337,0,0,0,7
5711,0,0,0,62
17430,7,7,0,27
990,79,79,0,309
905,67,66,1,565
1532,6,6,0,52
18244,5,3,2,4
13155,7,7,0,47
3324,126,123,3,8053
20193,5,5,0,1125
16636,24,24,0,33
20266,1,1,0,9
8696,138,137,1,252
3044,58,58,0,459
8829,151,151,0,229
19658,22,21,1,50
17,52,52,1,630
11441,2,2,0,140
8298,65,65,0,208
18754,142,141,1,741
21564,2,1,1,55
14493,5,5,0,69
6386,40,40,0,100
1029,169,168,1,235
6150,82,78,4,1019
15944,0,0,0,38
21215,17,17,0,269
19985,8,8,0,105
15285,17,17,0,24
13255,38,38,0,51
15725,11,11,0,269
6412,29,28,1,329
18587,200,194,6,2766
18612,0,0,0,124
83,225,223,3,726
19131,6,6,0,36
4227,86,85,1,1114
2875,82,82,0,180
16420,0,0,0,3
18292,3,3,0,6
5633,128,127,1,694
13221,57,57,0,133
13935,61,61,0,233
7024,76,76,0,298
12619,107,105,2,201
11013,1,1,0,7
9222,1,1,0,1025
20398,0,0,0,2
16290,31,31,0,133
17337,74,74,0,543
17214,12,12,0,316
4001,61,61,0,324
2002,16,16,0,2175
14817,13,12,1,42
19374,102,101,1,982
8430,50,50,1,338
17591,1,1,0,5
6152,84,83,1,935
2070,85,84,1,1149
14142,3,3,0,7
3547,86,86,0,995
19088,6,5,1,9
20459,1,0,0,25
18074,51,51,0,300
16602,57,57,0,278
18748,107,106,1,196
12077,16,16,0,94
16,109,108,1,420
13930,11,10,1,75
14059,483,480,5,1167
18469,62,62,0,127
8290,15,15,0,105
326,434,430,4,1751
6439,34,34,0,289
8708,90,90,0,2115
3120,13,13,0,39
371,100,100,0,1019
6057,142,140,2,756
6356,166,165,1,329
1939,105,105,0,990
5645,59,59,0,103
6341,136,136,0,233
17298,14,14,0,208
21088,13,12,1,88
11978,5,4,1,50
6740,35,35,0,207
9563,118,117,2,3318
5637,100,100,0,491
9521,17,17,0,30
17786,19,19,0,141
15128,0,0,0,82
16095,37,37,0,218
9812,4,4,0,87
5264,123,119,6,297
18661,0,0,0,242
17307,32,32,0,96
18357,4,4,0,1223
18909,0,0,0,5
14431,13,13,0,26
122,107,107,0,1370
648,133,132,3,740
21085,0,0,0,12
11494,43,42,1,288
530,37,36,1,103
11366,43,42,1,199
6982,154,153,1,1178
8524,55,55,0,4148
17676,188,187,1,216
17892,4,4,0,13
9098,46,45,1,74
20260,57,57,0,250
10282,100,100,1,413
55,91,91,0,247
4617,260,260,0,530
3858,41,41,0,53
7227,14,14,0,39
2850,15,15,0,257
5642,163,163,0,601
16592,37,37,0,688
6114,264,264,0,608
273,244,242,2,302
11719,58,58,0,188
5761,84,84,0,3165
7662,163,162,1,466
17803,4,4,0,25
21343,0,0,0,6
18181,42,42,0,395
14852,37,36,1,134
15377,8,8,0,21
5230,89,89,0,1074
15820,10,10,0,53
4993,53,53,0,922
17695,21,19,3,144
10628,42,41,1,383
1003,401,400,2,617
7984,11,11,0,194
2784,43,43,0,560
10671,7,7,0,56
1811,41,41,0,233
18626,0,0,0,143
18041,2,2,0,2336
15494,20,20,0,88
19618,3,3,0,65
2749,93,92,2,8346
11797,26,25,1,40
10364,12,12,0,35
173,159,159,1,2889
13894,19,19,0,63
15904,8,8,0,1780
20963,7,7,0,120
12610,22,22,1,1379
3202,184,182,2,2995
6905,12,12,0,802
19069,25,25,0,452
16703,10,10,0,18
10430,45,45,0,594
19979,108,107,1,171
8428,88,87,1,2924
4519,106,105,1,155
4095,213,213,0,410
4611,237,234,3,1750
18375,0,0,0,5
2990,134,134,0,2094
11196,23,23,0,199
14403,0,0,0,796
3150,0,0,0,88
2702,110,110,0,3669
16717,122,122,0,324
15197,2,2,0,29
16363,64,63,1,126
824,73,73,0,1288
17376,2,2,0,14
17867,55,52,3,363
357,110,109,2,2604
19120,0,0,0,5
2366,92,92,0,181
17526,0,0,0,3
769,0,0,0,537
266,161,160,1,3161
15088,144,144,0,627
1550,172,172,0,209
18434,95,94,1,105
15134,111,109,2,140
16047,3,3,0,1442
19940,4,4,0,23
19162,4,4,0,6
15833,0,0,0,2
91,121,121,1,688
8630,18,18,0,82
12513,16,16,0,62
743,10,10,0,16
10200,36,36,0,229
3986,30,30,0,270
10,207,207,1,9702
21018,182,182,0,323
1940,123,123,0,2295
3068,81,81,0,1781
18879,0,0,0,1
17976,60,60,1,868
21485,79,79,0,292
4356,98,97,1,276
5754,114,114,0,354
20175,4,3,1,16
6219,14,14,0,40
5014,89,89,0,120
19255,23,23,0,428
6626,35,35,0,899
5763,5,5,0,65
1319,99,98,1,256
12744,6,6,0,1159
1603,170,170,0,1220
13128,28,28,0,123
14587,23,23,0,107
20700,4,0,0,262
8579,24,24,0,60
1522,100,100,0,5300
17368,2,2,0,1940
18746,177,177,0,194
1967,93,92,2,1619
18610,0,0,0,7
11099,124,124,0,280
12692,63,63,0,1507
6095,52,51,1,115
15238,67,67,0,176
19688,0,0,0,12
2742,91,91,0,9444
8711,43,43,0,991
10214,57,56,1,70
11008,74,74,0,144
3046,59,59,0,453
5616,149,148,1,268
16422,9,9,0,1985
9079,8,6,2,361
20966,39,39,0,241
20216,16,16,0,25
9838,1,1,0,35
19700,0,0,0,5
3530,123,122,1,382
9259,0,0,0,32
5581,120,119,1,460
16367,3,3,0,22
5208,6,6,0,34
14162,13,13,0,42
12774,0,0,0,14
6716,0,0,0,34
20299,0,0,0,408
16622,6,6,0,216
9685,90,89,1,328
4351,23,23,1,294
19537,7,7,0,163
1549,53,53,0,410
3463,65,65,0,483
12497,3,2,1,27
21453,3,3,0,77
21409,0,0,0,5
15024,3,3,0,63
14832,8,8,0,25
15850,38,38,0,155
13574,63,63,0,204
9771,74,73,1,350
18951,6,6,0,175
16546,4,4,0,12
3717,37,37,0,91
14660,2,2,0,27
10749,18,17,1,657
18643,0,0,0,145
11570,0,0,0,7
6581,56,56,0,110
20502,8,7,1,267
3378,109,108,1,1257
21141,20,18,2,97
15714,2,2,0,59
18300,2,2,0,5
17953,26,26,0,440
19434,0,0,0,7
15730,0,0,0,6
12347,31,31,0,122
15169,28,28,0,196
7942,5,5,0,348
20051,0,0,0,278
17021,75,75,0,192
17796,27,27,0,3832
18285,11,10,1,41
329,90,90,0,1941
9647,66,66,0,416
682,85,85,0,352
8270,17,17,0,100
1144,298,295,3,6669
17228,4,4,0,25
4719,130,129,1,832
2150,54,54,0,2219
